Rank,Full Journal Title,Journal Impact Factor,ESI_field,COPE (T = member; F = not a member),journalHomepage,originalLink_articleTypes,permaLink_articleTypes
955,WILDLIFE MONOGRAPHS,4.8,PLANT & ANIMAL SCIENCE,TRUE,https://wildlife.onlinelibrary.wiley.com/journal/19385455,https://wildlife.onlinelibrary.wiley.com/pb-assets/assets/19385455/TWS%20Guidelines%202020%20FINAL-1595270878997.docx,https://perma.cc/V3C2-QUDS
985,Evolutionary Applications,4.694,PLANT & ANIMAL SCIENCE,TRUE,https://onlinelibrary.wiley.com/journal/17524571,https://onlinelibrary.wiley.com/page/journal/17524571/homepage/forauthors.html#MANUSCRIPT,https://perma.cc/5B7Y-SYTX
124,Nature Geoscience,14.391,GEOSCIENCES,TRUE,https://www.nature.com/ngeo/,https://www.nature.com/ngeo/about/content,https://perma.cc/HW2B-QNGR
305,Earth System Science Data,8.792,GEOSCIENCES,TRUE,https://www.earth-system-science-data.net,https://www.earth-system-science-data.net/about/manuscript_types.html,https://perma.cc/98DR-XNBN
371,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,7.804,GEOSCIENCES,FALSE,https://www.ametsoc.org/index.cfm/ams/publications/bulletin-of-the-american-meteorological-society-bams/,https://www.ametsoc.org/ams/index.cfm/publications/authors/journal-and-bams-authors/choosing-a-journal-and-submission-type/,https://perma.cc/GSR9-MEJ2
522,REMOTE SENSING OF ENVIRONMENT,6.457,GEOSCIENCES,TRUE,https://www.journals.elsevier.com/remote-sensing-of-environment,https://www.elsevier.com/journals/remote-sensing-of-environment/0034-4257/guide-for-authors,https://perma.cc/5KE6-9TTK
612,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,5.994,GEOSCIENCES,TRUE,https://www.journals.elsevier.com/isprs-journal-of-photogrammetry-and-remote-sensing,https://www.elsevier.com/journals/isprs-journal-of-photogrammetry-and-remote-sensing/0924-2716/guide-for-authors,https://perma.cc/T8MY-PXYK
677,GONDWANA RESEARCH,5.657,GEOSCIENCES,TRUE,https://www.journals.elsevier.com/gondwana-research,https://www.elsevier.com/journals/gondwana-research/1342-937x/guide-for-authors#2001,https://perma.cc/6WKF-L3BA
710,ATMOSPHERIC CHEMISTRY AND PHYSICS,5.509,GEOSCIENCES,TRUE,https://www.atmospheric-chemistry-and-physics.net,https://www.atmospheric-chemistry-and-physics.net/about/manuscript_types.html,https://perma.cc/4QZP-T46B
842,GEOLOGY,5.073,GEOSCIENCES,FALSE,https://pubs.geoscienceworld.org/geology,http://www.geosociety.org/GSA/Publications/Journals/Geology/GSA/Pubs/geology/home.aspx,https://perma.cc/7KAY-JWSG
863,JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,5.023,GEOSCIENCES,FALSE,https://jmsj.metsoc.jp,http://jmsj.metsoc.jp/GuideforAuthors.pdf,https://perma.cc/S3L6-KPBH
977,GPS SOLUTIONS,4.727,GEOSCIENCES,TRUE,https://link.springer.com/journal/10291,F,NA
988,GEOCHIMICA ET COSMOCHIMICA ACTA,4.69,GEOSCIENCES,TRUE,https://www.sciencedirect.com/journal/geochimica-et-cosmochimica-acta,https://www.elsevier.com/wps/find/journaldescription.cws_home/212?generatepdf=true,https://perma.cc/R3WE-ZUD3
1001,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,4.662,GEOSCIENCES,TRUE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=36,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8674708,https://perma.cc/T6Q2-3DX8
1002,JOURNAL OF CLIMATE,4.661,GEOSCIENCES,FALSE,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-climate/,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-climate/,https://perma.cc/6ZY2-U7K7
1015,JOURNAL OF GEODESY,4.633,GEOSCIENCES,TRUE,https://link.springer.com/journal/190,F,NA
1065,Cryosphere,4.524,GEOSCIENCES,TRUE,https://www.the-cryosphere.net,https://www.the-cryosphere.net/about/manuscript_types.html,https://perma.cc/472K-Y5KY
333,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,8.36,SOCIAL SCIENCES,TRUE,https://academic.oup.com/ije,https://academic.oup.com/ije/pages/Instructions_To_Authors,https://perma.cc/L8J5-ASYC
444,EUROPEAN JOURNAL OF EPIDEMIOLOGY,7.023,SOCIAL SCIENCES,TRUE,https://link.springer.com/journal/10654,https://www.springer.com/journal/10654/submission-guidelines#Instructions%20for%20authors_Types%20of%20articles,https://perma.cc/KWS2-GQ7C
526,ECONOMIC GEOGRAPHY,6.438,SOCIAL SCIENCES,FALSE,https://www.tandfonline.com/loi/recg20,F,NA
536,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,6.371,SOCIAL SCIENCES,FALSE,https://www.journals.elsevier.com/global-environmental-change,https://www.elsevier.com/wps/find/journaldescription.cws_home/30425?generatepdf=true,https://perma.cc/3ZZD-5HVZ
539,BULLETIN OF THE WORLD HEALTH ORGANIZATION,6.361,SOCIAL SCIENCES,TRUE,https://www.who.int/bulletin/en/,https://www.who.int/bulletin/volumes/97/1/19-960119/en/,https://perma.cc/7J7K-3X5E
607,MILBANK QUARTERLY,6,SOCIAL SCIENCES,TRUE,https://onlinelibrary.wiley.com/journal/14680009,https://www.milbank.org/quarterly/for-authors/#instructions,https://perma.cc/GU5W-GDD5
623,TOURISM MANAGEMENT,5.921,SOCIAL SCIENCES,TRUE,https://www.journals.elsevier.com/tourism-management,https://www.elsevier.com/wps/find/journaldescription.cws_home/30472?generatepdf=true,https://perma.cc/WY6H-RKX2
640,Internet and Higher Education,5.847,SOCIAL SCIENCES,TRUE,https://www.journals.elsevier.com/the-internet-and-higher-education,https://www.elsevier.com/wps/find/journaldescription.cws_home/620187?generatepdf=true,https://perma.cc/9MYV-7RVU
701,International Journal of Behavioral Nutrition and Physical Activity,5.548,SOCIAL SCIENCES,TRUE,https://ijbnpa.biomedcentral.com,https://ijbnpa.biomedcentral.com/submission-guidelines,https://perma.cc/DKA4-MH6N?type=image
733,MIS QUARTERLY,5.43,SOCIAL SCIENCES,FALSE,https://www.misq.org,https://www.misq.org/categories,https://perma.cc/Q553-E89E
792,AMERICAN JOURNAL OF POLITICAL SCIENCE,5.22,SOCIAL SCIENCES,TRUE,https://onlinelibrary.wiley.com/journal/15405907,https://ajps.org/guidelines-for-manuscripts/,https://perma.cc/9DJ4-MX89
797,YALE LAW JOURNAL,5.2,SOCIAL SCIENCES,FALSE,https://www.yalelawjournal.org,https://www.yalelawjournal.org/files/129GeneralSubmissionsGuidelines_z3jndcr1.pdf,https://perma.cc/2HYJ-EUR7
809,Journal of Travel Research,5.169,SOCIAL SCIENCES,TRUE,https://journals.sagepub.com/home/jtr,https://journals.sagepub.com/author-instructions/JTR,https://perma.cc/JF9B-725F
837,ANNALS OF TOURISM RESEARCH,5.086,SOCIAL SCIENCES,TRUE,https://www.journals.elsevier.com/annals-of-tourism-research,https://www.elsevier.com/journals/annals-of-tourism-research/0160-7383/guide-for-authors#900,https://perma.cc/4YXA-D43Z
851,AMERICAN SOCIOLOGICAL REVIEW,5.063,SOCIAL SCIENCES,FALSE,https://journals.sagepub.com/home/asr,https://journals.sagepub.com/author-instructions/ASR,https://perma.cc/C6QJ-YFHX
925,SIAM REVIEW,4.886,MATHEMATICS,FALSE,https://www.siam.org/publications/journals/siam-review-sirev,https://www.siam.org/publications/journals/siam-review-sirev/instructions-for-authors,https://perma.cc/2PJE-YUNG
964,ANNALS OF MATHEMATICS,4.768,MATHEMATICS,FALSE,https://annals.math.princeton.edu,F,NA
995,Advances in Nonlinear Analysis,4.674,MATHEMATICS,FALSE,https://www.degruyter.com/view/j/anona,https://www.degruyter.com/view/j/anona,https://perma.cc/5P3V-LR24
1017,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,4.625,MATHEMATICS,FALSE,https://www.ams.org/publications/journals/journalsframework/jams,F,NA
1388,Nonlinear Analysis-Hybrid Systems,4.01,MATHEMATICS,FALSE,https://www.journals.elsevier.com/nonlinear-analysis-hybrid-systems,F,NA
2022,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,3.386,MATHEMATICS,FALSE,https://onlinelibrary.wiley.com/journal/10970312,F,NA
2099,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,3.319,MATHEMATICS,FALSE,https://www.worldscientific.com/worldscinet/m3as,https://www.worldscientific.com/page/m3as/aims-scope,https://perma.cc/V3BF-KU2A
2503,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,3.056,MATHEMATICS,TRUE,https://link.springer.com/journal/10208,F,NA
2738,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,2.894,MATHEMATICS,FALSE,https://rss.onlinelibrary.wiley.com/journal/14679868,https://rss.onlinelibrary.wiley.com/hub/journal/14679868/author-guidelines,https://perma.cc/69M2-826G?type=image
2813,Fractional Calculus and Applied Analysis,2.865,MATHEMATICS,FALSE,https://www.degruyter.com/view/j/fca?lang=en,https://www.degruyter.com/view/j/fca?lang=en,https://perma.cc/DFD3-B53X
2859,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2.833,MATHEMATICS,TRUE,https://www.journals.elsevier.com/applied-and-computational-harmonic-analysis,https://www.elsevier.com/journals/applied-and-computational-harmonic-analysis/1063-5203/guide-for-authors#900,https://perma.cc/U4SX-N49V
2978,INVENTIONES MATHEMATICAE,2.767,MATHEMATICS,TRUE,https://link.springer.com/journal/222,F,NA
3489,ANNALS OF STATISTICS,2.522,MATHEMATICS,FALSE,https://www.imstat.org/journals-and-publications/annals-of-statistics/,F,NA
3616,APPLIED MATHEMATICS LETTERS,2.462,MATHEMATICS,TRUE,https://www.journals.elsevier.com/applied-mathematics-letters,https://www.elsevier.com/journals/applied-mathematics-letters/0893-9659/guide-for-authors#900,https://perma.cc/V947-K3KZ
3649,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,2.448,MATHEMATICS,TRUE,https://link.springer.com/journal/205,F,NA
739,Global Change Biology Bioenergy,5.415,AGRICULTURAL SCIENCES,FALSE,https://onlinelibrary.wiley.com/journal/17571707,https://onlinelibrary.wiley.com/page/journal/17571707/homepage/forauthors.html,https://osf.io/nvfb4/
818,MOLECULAR NUTRITION & FOOD RESEARCH,5.151,AGRICULTURAL SCIENCES,TRUE,https://onlinelibrary.wiley.com/journal/16134133,https://onlinelibrary.wiley.com/page/journal/16134133/homepage/2216_forauthors.html#types,https://perma.cc/F863-HMQ6
836,FOOD HYDROCOLLOIDS,5.089,AGRICULTURAL SCIENCES,TRUE,https://www.journals.elsevier.com/food-hydrocolloids,https://www.elsevier.com/journals/food-hydrocolloids/0268-005X/guide-for-authors#2001,https://perma.cc/LVP6-LLZR
902,SOIL BIOLOGY & BIOCHEMISTRY,4.926,AGRICULTURAL SCIENCES,TRUE,https://www.journals.elsevier.com/soil-biology-and-biochemistry,https://www.elsevier.com/journals/soil-biology-and-biochemistry/0038-0717/guide-for-authors#2001,https://perma.cc/JY3A-7Z7L
1076,Agronomy for Sustainable Development,4.503,AGRICULTURAL SCIENCES,TRUE,https://link.springer.com/journal/13593,https://www.springer.com/journal/13593/submission-guidelines#Instructions%20for%20Authors%20_Articles,https://perma.cc/G3LL-M8A7
1140,JOURNAL OF NUTRITION,4.398,AGRICULTURAL SCIENCES,TRUE,https://academic.oup.com/jn,https://academic.oup.com/jn/pages/General_Instructions#Types%20of%20Manuscripts,https://perma.cc/CC5J-T3DF
1266,Nutrients,4.196,AGRICULTURAL SCIENCES,TRUE,https://www.mdpi.com/journal/nutrients,https://www.mdpi.com/journal/nutrients/instructions,https://perma.cc/NH5R-FGLA
1330,FOOD MICROBIOLOGY,4.09,AGRICULTURAL SCIENCES,FALSE,https://www.journals.elsevier.com/food-microbiology,https://www.elsevier.com/journals/food-microbiology/0740-0020/guide-for-authors#2000,https://perma.cc/3GAW-83UP
1364,AGRICULTURAL AND FOREST METEOROLOGY,4.039,AGRICULTURAL SCIENCES,TRUE,https://www.sciencedirect.com/journal/agricultural-and-forest-meteorology,F,NA
1375,Journal of the Academy of Nutrition and Dietetics,4.021,AGRICULTURAL SCIENCES,FALSE,https://jandonline.org,https://jandonline.org/content/authorinfo#art,https://osf.io/vp2sb/
1459,THEORETICAL AND APPLIED GENETICS,3.93,AGRICULTURAL SCIENCES,TRUE,https://link.springer.com/journal/122,F,NA
1538,INDUSTRIAL CROPS AND PRODUCTS,3.849,AGRICULTURAL SCIENCES,TRUE,https://www.journals.elsevier.com/industrial-crops-and-products,https://www.elsevier.com/journals/industrial-crops-and-products/0926-6690/guide-for-authors#2001,https://perma.cc/BYM2-TW9G
1556,SOIL & TILLAGE RESEARCH,3.824,AGRICULTURAL SCIENCES,TRUE,https://www.journals.elsevier.com/soil-and-tillage-research,https://www.elsevier.com/wps/find/journaldescription.cws_home/503318?generatepdf=true,https://perma.cc/A4H7-7ZV2
1579,BIOLOGY AND FERTILITY OF SOILS,3.808,AGRICULTURAL SCIENCES,TRUE,https://link.springer.com/journal/374,https://www.springer.com/journal/374/submission-guidelines#Instructions%20for%20Authors_Types%20of%20papers,https://perma.cc/RFR5-LQW2
1637,GENETICS SELECTION EVOLUTION,3.743,AGRICULTURAL SCIENCES,TRUE,https://gsejournal.biomedcentral.com/,https://gsejournal.biomedcentral.com/submission-guidelines,https://perma.cc/8CBG-9JYU
325,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,8.488,ECONOMICS & BUSINESS,TRUE,https://www.springer.com/journal/11747,http://www.springer.com/cda/content/document/cda_downloaddocument/JAMS+Instructions+for+Authors+2015.pdf?SGWID=0-0-45-1536774-p173668805,https://perma.cc/G87C-3XVD
352,JOURNAL OF MANAGEMENT,8.08,ECONOMICS & BUSINESS,TRUE,https://journals.sagepub.com/home/jom,https://journals.sagepub.com/author-instructions/JOM,https://perma.cc/Z7SK-V7YF
368,QUARTERLY JOURNAL OF ECONOMICS,7.863,ECONOMICS & BUSINESS,TRUE,https://academic.oup.com/qje,F,NA
407,JOURNAL OF MARKETING,7.338,ECONOMICS & BUSINESS,FALSE,https://www.ama.org/journal-of-marketing/,F,NA
460,JOURNAL OF SERVICE RESEARCH,6.842,ECONOMICS & BUSINESS,TRUE,https://journals.sagepub.com/home/jsr,F,NA
477,ACADEMY OF MANAGEMENT JOURNAL,6.7,ECONOMICS & BUSINESS,TRUE,http://aom.org/amj/,http://aom.org/Publications/AMJ/Information-for-Contributors.aspx,https://perma.cc/Y6FQ-PTKM
504,JOURNAL OF HUMAN RESOURCES,6.531,ECONOMICS & BUSINESS,FALSE,http://jhr.uwpress.org,F,NA
519,JOURNAL OF ECONOMIC GROWTH,6.48,ECONOMICS & BUSINESS,TRUE,https://link.springer.com/journal/10887,F,NA
565,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,6.198,ECONOMICS & BUSINESS,TRUE,http://www.jibs.net,https://www.palgrave.com/gp/journal/41267/authors/submission,https://perma.cc/A6NM-DF6F
584,Journal of Supply Chain Management,6.105,ECONOMICS & BUSINESS,TRUE,https://onlinelibrary.wiley.com/journal/1745493x,F,NA
607,JOURNAL OF BUSINESS VENTURING,6,ECONOMICS & BUSINESS,TRUE,https://www.journals.elsevier.com/journal-of-business-venturing,F,NA
629,ADMINISTRATIVE SCIENCE QUARTERLY,5.878,ECONOMICS & BUSINESS,TRUE,https://journals.sagepub.com/home/asq,F,NA
720,STRATEGIC MANAGEMENT JOURNAL,5.482,ECONOMICS & BUSINESS,FALSE,https://onlinelibrary.wiley.com/journal/10970266,https://onlinelibrary.wiley.com/pb-assets/assets/10970266/SMJ_Author_Instructions_January_2020-1581629724147.pdf,https://perma.cc/92FB-X8JY
722,JOURNAL OF RETAILING,5.48,ECONOMICS & BUSINESS,TRUE,https://www.sciencedirect.com/journal/journal-of-retailing,F,NA
745,JOURNAL OF FINANCE,5.397,ECONOMICS & BUSINESS,TRUE,https://onlinelibrary.wiley.com/journal/15406261,https://afajof.org/submissions/,https://perma.cc/99BR-ELVK
