id,doi,authors,title,exclusion,exclusion explanation,Is article itself PPPR,Is article linked to PPPR,exchange duplicate,Additional notes,PT,SO,PD,PY,UT
JOURNAL_OF ANTIMICROBIAL CHEMOTHERAPY_303,https://doi.org/10.1093/jac/dky059,"McCarty, TP; Lockhart, SR; Moser, SA; Whiddon, J; Zurko, J; Pham, CD; Pappas, PG",Echinocandin resistance among Candida isolates at an academic medical centre 2005-15: analysis of trends and outcomes,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,JUN,2018,WOS:000434079600031
JOURNAL_OF ANTIMICROBIAL CHEMOTHERAPY_24,https://doi.org/10.1093/jac/dky365,"Channabasappa, S; Chikkamadaiah, R; Durgaiah, M; Kumar, S; Ramesh, K; Sreekanthan, A; Sriram, B",Efficacy of chimeric ectolysin P128 in drug-resistant Staphylococcus aureus bacteraemia in mice,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,DEC,2018,WOS:000452916600024
JOURNAL_OF CLIMATE_321,https://doi.org/10.1175/JCLI-D-17-0282.1,"Martel, JL; Mailhot, A; Brissette, F; Caya, D",Role of Natural Climate Variability in the Detection of Anthropogenic Climate Change Signal for Mean and Extreme Precipitation at Local and Regional Scales,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,JUN,2018,WOS:000432380400005
JOURNAL_OF CLIMATE_153,https://doi.org/10.1175/JCLI-D-16-0776.1,"Pan, BW; Wang, YA; Hu, JX; Lin, Y; Hsieh, JS; Logan, T; Feng, XD; Jiang, JH; Yung, YL; Zhang, RY",Impacts of Saharan Dust on Atlantic Regional Climate and Implications for Tropical Cyclones,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,SEP,2018,WOS:000440982200005
JOURNAL_OF CLIMATE_74,https://doi.org/10.1175/JCLI-D-18-0185.1,"Stevens, B","Reply to ""Comments on ""Rethinking the Lower Bound on Aerosol Radiative Forcing'""",FALSE,NA,TRUE,NA,NA,Its a reply to PPPR,J,JOURNAL OF CLIMATE,NOV,2018,WOS:000449143100002
JOURNAL_OF CLIMATE_228,https://doi.org/10.1175/JCLI-D-17-0853.1,"Yin, H; Sun, Y",Detection of Anthropogenic Influence on Fixed Threshold Indices of Extreme Temperature,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,AUG,2018,WOS:000438189800007
JOURNAL_OF CLIMATE_146,https://doi.org/10.1175/JCLI-D-17-0903.1,"Sun, JQ; Ming, J; Zhang, MQ; Yu, S",Circulation Features Associated with the Record-Breaking Rainfall over South China in June 2017,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,SEP,2018,WOS:000440402800003
JOURNAL_OF CLIMATE_49,https://doi.org/10.1175/JCLI-D-18-0136.1,"Gong, HN; Wang, L; Zhou, W; Chen, W; Wu, RG; Liu, L; Nath, D; Leung, MYT",Revisiting the Northern Mode of East Asian Winter Monsoon Variation and Its Response to Global Warming,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,NOV,2018,WOS:000448509700003
JOURNAL_OF CLIMATE_128,https://doi.org/10.1175/JCLI-D-18-0019.1,"Touma, D; Michalak, AM; Swain, DL; Diffenbaugh, NS",Characterizing the Spatial Scales of Extreme Daily Precipitation in the United States,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,OCT,2018,WOS:000442564700002
JOURNAL_OF CLIMATE_303,https://doi.org/10.1175/JCLI-D-17-0324.1,"Mishra, SK; Anand, A; Fasullo, J; Bhagat, S",Importance of the Resolution of Surface Topography in Indian Monsoon Simulation,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,JUN,2018,WOS:000450689300004
JOURNAL_OF CLIMATE_24,https://doi.org/10.1175/JCLI-D-17-0860.1,"You, YJ; Furtado, JC",The South Pacific Meridional Mode and Its Role in Tropical Pacific Climate Variability,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,DEC,2018,WOS:000451506900002
JOURNAL_OF CLIMATE_356,https://doi.org/10.1175/JCLI-D-17-0589.1,"Christiansen, B; Alvarez-Castro, C; Christidis, N; Ciavarella, A; Colfescu, I; Cowan, T; Eden, J; Hauser, M; Hempelmann, N; Klehmet, K; Lott, F; Nangini, C; van Oldenborgh, GJ; Orth, R; Stott, P; Tett, S; Vautard, R; Wilcox, L; Yiou, P",Was the Cold European Winter of 2009/10 Modified by Anthropogenic Climate Change? An Attribution Study,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,MAY,2018,WOS:000429529900003
JOURNAL_OF CLIMATE_165,https://doi.org/10.1175/JCLI-D-17-0495.1,"Smith, KL; Polvani, LM; Tremblay, LB",The Impact of Stratospheric Circulation Extremes on Minimum Arctic Sea Ice Extent,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLIMATE,SEP,2018,WOS:000440402800001
JOURNAL_OF CLINICAL MICROBIOLOGY_49,https://doi.org/10.1128/JCM.00992-18,"Theel, ES; Sorenson, M; Granger, D",Evaluation of a Novel Microarray Immunoblot Assay for Detection of IgM- and IgG-Class Antibodies to Borrelia burgdorferi,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,NOV,2018,WOS:000448306200015
JOURNAL_OF CLINICAL MICROBIOLOGY_321,https://doi.org/10.1128/JCM.01445-17,"Chew, KL; Cheng, B; Lin, RTP; Teo, JWP",Elizabethkingia anophelis Is the Dominant Elizabethkingia Species Found in Blood Cultures in Singapore,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,MAR,2018,WOS:000425843200009
JOURNAL_OF CLINICAL MICROBIOLOGY_153,https://doi.org/10.1128/JCM.00339-18,"Pfaller, MA; Flamm, RK; McCurdy, SP; Pillar, CM; Shortridge, D; Jones, RN",Delafloxacin In Vitro Broth Microdilution and Disk Diffusion Antimicrobial Susceptibility Testing Guidelines: Susceptibility Breakpoint Criteria and Quality Control Ranges for an Expanded-Spectrum Anionic Fluoroquinolone,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,AUG,2018,WOS:000439877600011
JOURNAL_OF CLINICAL MICROBIOLOGY_74,https://doi.org/10.1128/JCM.00827-18,"Waggoner, JJ; Rojas, A; Pinsky, BA",Yellow Fever Virus: Diagnostics for a Persistent Arboviral Threat,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,OCT,2018,WOS:000445675500019
JOURNAL_OF CLINICAL MICROBIOLOGY_228,https://doi.org/10.1128/JCM.00526-18,"McAdam, AJ",Paying for Point-of-Care Nucleic Acid Amplification Tests: a Micro-Comic Strip,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,JUN,2018,WOS:000433507300020
JOURNAL_OF CLINICAL MICROBIOLOGY_146,https://doi.org/10.1128/JCM.00527-18,"Kadkhoda, K; Gretchen, A",Higher Sensitivity of the recomLine Borrelia IgG Immunoblot Kit than of the Standard Lyme IgG Immunoblot Kit According to CDC Testing Criteria,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,AUG,2018,WOS:000439877600023
JOURNAL_OF CLINICAL MICROBIOLOGY_122,https://doi.org/10.1128/JCM.00140-18,"van Alen, S; Ballhausen, B; Kaspar, U; Kock, R; Becker, K",Prevalence and Genomic Structure of Bacteriophage phi3 in Human-Derived Livestock-Associated Methicillin-Resistant Staphylococcus aureus Isolates from 2000 to 2015,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,SEP,2018,WOS:000442773300003
JOURNAL_OF CLINICAL MICROBIOLOGY_412,https://doi.org/10.1128/JCM.03357-15,"Rodriguez, RT; Figueroa, DMG; Daporta, MT; Campello, MG",Fever in an 80-Year-Old Male Carrying Biologic Aortic Prosthesis Endocarditis Due to Lactococcus lactis subsp lactis,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,JAN,2018,WOS:000419053400035
JOURNAL_OF CLINICAL MICROBIOLOGY_128,https://doi.org/10.1128/JCM.00850-18,"Dekker, JP",Metagenomics for Clinical Infectious Disease Diagnostics Steps Closer to Reality,TRUE,not research,NA,NA,NA,Article is published in same issue as target,J,JOURNAL OF CLINICAL MICROBIOLOGY,SEP,2018,WOS:000442773300041
JOURNAL_OF CLINICAL MICROBIOLOGY_303,https://doi.org/10.1128/JCM.01972-17,"Theel, ES; Hata, DJ",Diagnostic Testing for Zika Virus: a Postoutbreak Update,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,APR,2018,WOS:000429718700036
JOURNAL_OF CLINICAL MICROBIOLOGY_24,https://doi.org/10.1128/JCM.00500-18,"Tabak, YP; Vankeepuram, L; Ye, G; Jeffers, K; Gupta, V; Murray, PR",Blood Culture Turnaround Time in US Acute Care Hospitals and Implications for Laboratory Process Optimization,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,DEC,2018,WOS:000451308900003
JOURNAL_OF CLINICAL MICROBIOLOGY_327,https://doi.org/10.1128/JCM.01388-17,"Holmes, A; Dallman, TJ; Shabaan, S; Hanson, M; Allison, L",Validation of Whole-Genome Sequencing for Identification and Characterization of Shiga Toxin-Producing Escherichia coli To Produce Standardized Data To Enable Data Sharing,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,MAR,2018,WOS:000425843200008
JOURNAL_OF CLINICAL MICROBIOLOGY_356,https://doi.org/10.1128/JCM.01624-17,"Gerloff, N; Sun, H; Mandelbaum, M; Maher, C; Nix, WA; Zaidi, S; Shaukat, S; Seakamela, L; Nalavade, UP; Sharma, DK; Oberste, MS; Vega, E",Diagnostic Assay Development for Poliovirus Eradication,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL MICROBIOLOGY,FEB,2018,WOS:000423163200025
JOURNAL_OF CLINICAL ONCOLOGY_561,https://doi.org/10.1200/JCO.2017.76.0488,"Gross, CP; Gluck, AR",Soaring Cost of Cancer Treatment: Moving Beyond Sticker Shock,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44228,2018,WOS:000427277700001
JOURNAL_OF CLINICAL ONCOLOGY_321,https://doi.org/10.1200/JCO.2018.78.0981,"Doss, M",Selective Focus on Rare Hematologic Malignancies Misleads Risk-Benefit Assessment of Radioiodine Therapy of Thyroid Cancer,FALSE,NA,TRUE,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44367,2018,WOS:000439452300019
JOURNAL_OF CLINICAL ONCOLOGY_153,https://doi.org/10.1200/JCO.2018.79.1483,"Yang, H; Liu, H; Chen, YP; Zhu, CC; Fang, WT; Yu, ZT; Mao, WM; Xiang, JQ; Han, YT; Chen, ZJ; Yang, HH; Wang, JM; Pang, QS; Zheng, X; Yang, HJ; Li, T; Lordick, F; D'Journo, XB; Cerfolio, RJ; Korst, RJ; Novoa, NM; Swanson, SJ; Brunelli, A; Ismail, M; Fernando, HC; Zhang, X; Li, Q; Wang, G; Chen, BF; Mao, T; Kong, M; Guo, XF; Lin, T; Liu, MZ; Fu, JH","Neoadjuvant Chemoradiotherapy Followed by Surgery Versus Surgery Alone for Locally Advanced Squamous Cell Carcinoma of the Esophagus (NEOCRTEC5010): A Phase III Multicenter, Randomized, Open-Label Clinical Trial",FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44459,2018,WOS:000451484000008
JOURNAL_OF CLINICAL ONCOLOGY_74,https://doi.org/10.1200/JCO.2017.76.2518,"Tao, YG; Auperin, A; Sire, C; Martin, L; Khoury, C; Maingon, P; Bardet, E; Kaminsky, MC; Lapeyre, M; Chatellier, T; Alfonsi, M; Pointreau, Y; Jadaud, E; Gery, B; Zawadi, A; Tourani, JM; Laguerre, B; Coutte, A; Racadot, S; Hasbini, A; Malaurie, E; Borel, C; Meert, N; Cornely, A; Ollivier, N; Casiraghi, O; Sun, XS; Bourhis, J",Improved Outcome by Adding Concurrent Chemotherapy to Cetuximab and Radiotherapy for Locally Advanced Head and Neck Carcinomas: Results of the GORTEC 2007-01 Phase III Randomized Trial,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44501,2018,WOS:000451439600005
JOURNAL_OF CLINICAL ONCOLOGY_228,https://doi.org/10.1200/JCO.2018.79.3042,"Donington, JS",Thoracotomy for Stage I Lung Cancer Resections: A Procedure Past Its Time,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44418,2018,WOS:000445665900001
JOURNAL_OF CLINICAL ONCOLOGY_146,https://doi.org/10.1200/JCO.18.00285,"Hershman, DL; Unger, JM",The Road Home Reply,FALSE,NA,TRUE,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44459,2018,WOS:000451484000011
JOURNAL_OF CLINICAL ONCOLOGY_49,https://doi.org/10.1200/JCO.18.00262,"Lockmer, S; Ostenstad, B; Hagberg, H; Holte, H; Johansson, AS; Wahlin, BE; Wader, KF; Steen, CB; Meyer, P; Maisenholder, M; Smedby, KE; Brown, P; Kimby, E",Chemotherapy-Free Initial Treatment of Advanced Indolent Lymphoma Has Durable Effect With Low Toxicity: Results From Two Nordic Lymphoma Group Trials With More Than 10 Years of Follow-Up,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44520,2018,WOS:000451965300006
JOURNAL_OF CLINICAL ONCOLOGY_128,https://doi.org/10.1200/JCO.2018.78.3977,"Zheng, YL; Walsh, T; Gulsuner, S; Casadei, S; Lee, MK; Ogundiran, TO; Ademola, A; Falusi, AG; Adebamowo, CA; Oluwasola, AO; Adeoye, A; Odetunde, A; Babalola, CP; Ojengbede, OA; Odedina, S; Anetor, I; Wang, SF; Huo, DZ; Yoshimatsu, TF; Zhang, J; Felix, GES; King, MC; Olopade, OI",Inherited Breast Cancer in Nigerian Women,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44470,2018,WOS:000451485300002
JOURNAL_OF CLINICAL ONCOLOGY_303,https://doi.org/10.1200/JCO.2018.78.9347,"Blumenfeld, Z",Fertility Preservation by Endocrine Suppression of Ovarian Function Using Gonadotropin-Releasing Hormone Agonists: The End of the Controversy?,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44378,2018,WOS:000441233400001
JOURNAL_OF CLINICAL ONCOLOGY_24,https://doi.org/10.1200/JCO.2017.77.3648,"Bassan, R; Bourquin, JP; DeAngelo, DJ; Chiaretti, S",New Approaches to the Management of Adult Acute Lymphoblastic Leukemia,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44540,2018,WOS:000454367700009
JOURNAL_OF CLINICAL ONCOLOGY_356,https://doi.org/10.1200/JCO.2017.76.5941,"Wang, SY; Dang, WX; Richman, I; Mougalian, SS; Evans, SB; Gross, CP",Cost-Effectiveness Analyses of the 21-Gene Assay in Breast Cancer: Systematic Review and Critical Appraisal,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44348,2018,WOS:000434262900011
JOURNAL_OF CLINICAL ONCOLOGY_165,https://doi.org/10.1200/JCO.2018.78.6590,"de Fonseka, D; Slade, M; Blyth, KG; Edwards, J; Evison, M; Roberts, M; Rahman, N; Woolhouse, I; Maskell, NA",An Inconvenient Truth Concerning Surgery for Mesothelioma,FALSE,NA,TRUE,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44449,2018,WOS:000445669600015
JOURNAL_OF CLINICAL ONCOLOGY_532,https://doi.org/10.1200/JCO.2017.74.2270,"Sharafeldin, N; Bosworth, A; Patel, SK; Chen, YJ; Morse, E; Mather, M; Sun, C; Francisco, L; Forman, SJ; Wong, FL; Bhatia, S",Cognitive Functioning After Hematopoietic Cell Transplantation for Hematologic Malignancy: Results From a Prospective Longitudinal Study,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44237,2018,WOS:000425027100006
JOURNAL_OF CLINICAL ONCOLOGY_410,https://doi.org/10.1200/JCO.2017.77.2574,"Berman, E; Druker, BJ; Burwick, R",Chronic Myelogenous Leukemia: Pregnancy in the Era of Stopping Tyrosine Kinase Inhibitor Therapy,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44306,2018,WOS:000430459900010
JOURNAL_OF CLINICAL ONCOLOGY_297,https://doi.org/10.1200/JCO.2018.78.3134,"Liao, ZX; Mohan, R",Future of Protons Depends on Precision,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44378,2018,WOS:000441233400016
JOURNAL_OF CLINICAL ONCOLOGY_283,https://doi.org/10.1200/JCO.2018.78.9362,"Merryman, RW; LaCasce, AS",Response-Adapted Therapy in Aggressive Lymphoma: Not Yet Ready for Clinical Care,TRUE,not research,NA,NA,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44387,2018,WOS:000438020500001
JOURNAL_OF CLINICAL ONCOLOGY_517,https://doi.org/10.1200/JCO.2017.74.9739,"Kenzik, KM; Balentine, C; Richman, J; Kilgore, M; Bhatia, S; Williams, GR",New-Onset Cardiovascular Morbidity in Older Adults With Stage I to III Colorectal Cancer,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44247,2018,WOS:000425437100013
JOURNAL_OF CLINICAL ONCOLOGY_212,https://doi.org/10.1200/JCO.2017.77.5817,"De Ruysscher, D; Dingemans, AMC; Praag, J; Belderbos, J; Tissing-Tan, C; Herder, J; Haitjema, T; Ubbels, F; Lagerwaard, F; El Sharouni, SY; Stigt, JA; Smit, E; van Tinteren, H; van der Noort, V; Groen, HJM",Prophylactic Cranial Irradiation Versus Observation in Radically Treated Stage III Non-Small-Cell Lung Cancer: A Randomized Phase III NVALT-11/DLCRG-02 Study,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44418,2018,WOS:000445665900003
JOURNAL_OF CLINICAL ONCOLOGY_259,https://doi.org/10.1200/JCO.2017.76.4696,"Krull, KR; Hardy, KK; Kahalley, LS; Schuitema, I; Kesler, SR",Neurocognitive Outcomes and Interventions in Long-Term Survivors of Childhood Cancer,EXTRA,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF CLINICAL ONCOLOGY,44397,2018,WOS:000439294100007
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_561,https://doi.org/10.1088/1475-7516/2018/02/057,"Drees, M; Hajkarim, F",Dark matter production in an early matter dominated era,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,FEB,2018,WOS:000426265800005
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_321,https://doi.org/10.1088/1475-7516/2018/06/040,"Ivanov, D; Liberati, S; Viel, M; Visser, M",Non-perturbative results for the luminosity and area distances,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,JUN,2018,WOS:000436976200001
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_153,https://doi.org/10.1088/1475-7516/2018/09/022,"Coulton, WR; Aiola, S; Battaglia, N; Calabrese, E; Choi, SK; Devlin, MJ; Gallardo, PA; Hill, JC; Hincks, AD; Hubmayr, J; Hughes, JP; Kosowsky, A; Louis, T; Madhavacheril, MS; Maurin, L; Naess, S; Nati, F; Niemack, MD; Page, LA; Partridge, B; Sherwin, BD; Spergel, DN; Staggs, ST; Van Engelen, A; Wollack, EJ",Non-Gaussianity of secondary anisotropies from ACTPol and Planck,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,SEP,2018,WOS:000444603400001
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_74,https://doi.org/10.1088/1475-7516/2018/11/028,"Antoniadis, I; Karam, A; Lykkas, A; Tamvakis, K",Palatini inflation in models with an R-2 term,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,NOV,2018,WOS:000450646600004
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_228,https://doi.org/10.1088/1475-7516/2018/08/024,"Khoury, J; Sakstein, J; Solomon, AR",Superfluids and the cosmological constant problem,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,AUG,2018,WOS:000442014200003
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_146,https://doi.org/10.1088/1475-7516/2018/10/001,"Li, CL; Cai, Y; Cai, YF; Saridakis, EN","The effective field theory approach of teleparallel gravity, f(T) gravity and beyond",FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,OCT,2018,WOS:000446199000001
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_634,https://doi.org/10.1088/1475-7516/2018/01/037,"Schiappacasse, ED; Hertzberg, MP",Analysis of dark matter axion clumps with spherical symmetry,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,JAN,2018,WOS:000423239300004
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_49,https://doi.org/10.1088/1475-7516/2018/11/034,"Bartolo, N; Domcke, V; Figueroa, DG; Garcia-Bellido, J; Peloso, M; Pieroni, M; Ricciardone, A; Sakellariadou, M; Sorbo, L; Tasinato, G",Probing non-Gaussian stochastic gravitational wave backgrounds with LISA,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,NOV,2018,WOS:000450984400001
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_128,https://doi.org/10.1088/1475-7516/2018/10/040,"Savchenko, O; Shtanov, Y",Magnetogenesis by non-minimal coupling to gravity in the Starobinsky inflationary model,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,OCT,2018,WOS:000448134200006
JOURNAL_OF COSMOLOGY AND ASTROPARTICLE PHYSICS_303,https://doi.org/10.1088/1475-7516/2018/07/003,"Boucenna, SM; Kuhnel, F; Ohlsson, T; Visinelli, L",Novel constraints on mixed dark-matter scenarios of primordial black holes and WIMPs,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,JUL,2018,WOS:000437299100003
JOURNAL_OF EXPERIMENTAL BOTANY_49,https://doi.org/10.1093/jxb/ery313,"Vetterlein, D; Tarkka, M",Seeds with low phosphorus content: not so bad after all?,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44481,2018,WOS:000448163900002
JOURNAL_OF EXPERIMENTAL BOTANY_321,https://doi.org/10.1093/jxb/ery019,"Anwer, MA; Anjam, MS; Shah, SJ; Hasan, MS; Naz, AA; Grundler, FMW; Siddique, S",Genome-wide association study uncovers a novel QTL allele of AtS40-3 that affects the sex ratio of cyst nematodes in Arabidopsis,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44271,2018,WOS:000428655800027
JOURNAL_OF EXPERIMENTAL BOTANY_153,https://doi.org/10.1093/jxb/ery141,"Boatman, TG; Mangan, NM; Lawson, T; Geider, RJ",Inorganic carbon and pH dependency of photosynthetic rates in Trichodesmium,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44387,2018,WOS:000438557900015
JOURNAL_OF EXPERIMENTAL BOTANY_74,https://doi.org/10.1093/jxb/ery312,"Matsubara, S",Growing plants in fluctuating environments: why bother?,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44453,2018,WOS:000448163300001
JOURNAL_OF EXPERIMENTAL BOTANY_228,https://doi.org/10.1093/jxb/ery076,"Ferreira, DS; Kevei, Z; Kurowski, T; Fonseca, MED; Mohareb, F; Boiteux, LS; Thompson, AJ",BIFURCATE FLOWER TRUSS: a novel locus controlling inflorescence branching in tomato contains a defective MAP kinase gene,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44313,2018,WOS:000431251900012
JOURNAL_OF EXPERIMENTAL BOTANY_146,https://doi.org/10.1093/jxb/ery152,"Grosjean, K; Der, C; Robert, F; Thomas, D; Mongrand, S; Simon-Plas, F; Gerbeau-Pissot, P",Interactions between lipids and proteins are critical for organization of plasma membrane-ordered domains in tobacco BY-2 cells,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44387,2018,WOS:000438557900007
JOURNAL_OF EXPERIMENTAL BOTANY_122,https://doi.org/10.1093/jxb/ery178,"Sharma, R; Draicchio, F; Bull, H; Herzig, P; Maurer, A; Pillen, K; Thomas, WTB; Flavell, AJ",Genome-wide association of yield traits in a nested association mapping population of barley reveals new gene diversity for future breeding,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44397,2018,WOS:000439796700004
JOURNAL_OF EXPERIMENTAL BOTANY_433,https://doi.org/10.1093/jxb/erx435,"Goring, DR; Di Sansebastiano, GP",Protein and membrane trafficking routes in plants: conventional or unconventional?,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44197,2018,WOS:000419717500001
JOURNAL_OF EXPERIMENTAL BOTANY_128,https://doi.org/10.1093/jxb/ery220,"Liu, K; Li, YH; Chen, XN; Li, LJ; Liu, K; Zhao, HP; Wang, YD; Han, SC",ERF72 interacts with ARF6 and BZR1 to regulate hypocotyl elongation in Arabidopsis,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44397,2018,WOS:000439796700012
JOURNAL_OF EXPERIMENTAL BOTANY_303,https://doi.org/10.1093/jxb/erx496,"Ning, P; Yang, L; Li, CJ; Fritschi, FB",Post-silking carbon partitioning under nitrogen deficiency revealed sink limitation of grain yield in maize,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF EXPERIMENTAL BOTANY,44271,2018,WOS:000428655800020
JOURNAL_OF FINANCE_49,https://doi.org/10.1111/jofi.12602,"Defusco, AA",Homeowner Borrowing and Housing Collateral: New Evidence from Expiring Price Controls,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF FINANCE,APR,2018,WOS:000428852100002
JOURNAL_OF FINANCE_65,https://doi.org/10.1111/jofi.12590,"Abel, AB",Optimal Debt and Profitability in the Trade-Off Theory,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF FINANCE,FEB,2018,WOS:000426078700003
JOURNAL_OF FINANCE_25,https://doi.org/10.1111/jofi.12698,"Azar, J; Schmalz, MC; Tecu, I",Anticompetitive Effects of Common Ownership,FALSE,NA,FALSE,FALSE,NA,NA,J,JOURNAL OF FINANCE,AUG,2018,WOS:000442594400001
